video_file_name,audio_file_name,video_position,audio_position_start,audio_position_end,motorcycle_present,car_present,van_present,truck_present,bus_present
,data/audio_data_20190524T120000.wav,,0.0,3750.0,0,0,0,0,1
,data/audio_data_20190524T120000.wav,,2000.0,6000.0,0,0,1,0,0
,data/audio_data_20190524T120000.wav,,2689.0,6689.0,0,0,1,0,0
,data/audio_data_20190524T120000.wav,,14408.0,18408.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,22313.0,26313.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,29658.0,33658.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,34813.0,38813.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,38351.0,42351.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,52151.0,56151.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,59110.0,63110.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,64571.0,68571.0,0,0,1,0,0
,data/audio_data_20190524T120000.wav,,73800.0,77800.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,82722.0,86722.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,91848.0,95848.0,1,0,0,0,0
,data/audio_data_20190524T120000.wav,,116256.0,120256.0,0,0,1,0,0
,data/audio_data_20190524T120000.wav,,118330.0,122330.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,161264.0,165264.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,164630.0,168630.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,171612.0,175612.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,175277.0,179277.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,185191.0,189191.0,0,0,1,0,0
,data/audio_data_20190524T120000.wav,,194664.0,198664.0,1,0,0,0,0
,data/audio_data_20190524T120000.wav,,201947.0,205947.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,211624.0,215624.0,0,0,0,1,0
,data/audio_data_20190524T120000.wav,,215029.0,219029.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,216992.0,220992.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,228648.0,232648.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,252047.0,256047.0,0,0,0,1,0
,data/audio_data_20190524T120000.wav,,256623.0,260623.0,0,0,0,1,0
,data/audio_data_20190524T120000.wav,,262016.0,266016.0,0,0,1,0,0
,data/audio_data_20190524T120000.wav,,263127.0,267127.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,264095.0,268095.0,0,1,0,0,0
,data/audio_data_20190524T120000.wav,,272151.0,276151.0,0,0,1,0,0
