video_file_name,audio_file_name,video_position,audio_position_start,audio_position_end,motorcycle_present,car_present,van_present,truck_present,bus_present
,data/audio_data_20190524T130001.wav,,3711,7711,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,11340,15340,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,14816,18816,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,15333,19333,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,15839,19839,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,17391,21391,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,27687,31687,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,34985,38985,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,87001,91001,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,90567,94567,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,98004,102004,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,104596,108596,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,107778,111778,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,109452,113452,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,134274,138274,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,143508,147508,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,149157,153157,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,180161,184161,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,182585,186585,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,195733,199733,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,201086,205086,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,214888,218888,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,218201,222201,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,221244,225244,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,224732,228732,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,291718,295718,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,296138,300138,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,306305,310305,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,307937,311937,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,309643,313643,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,319739,323739,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,322746,326746,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,326900,330900,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,327956,331956,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,335575,339575,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,339289,343289,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,359352,363352,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,373336,377336,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,377013,381013,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,391043,395043,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,393060,397060,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,426667,430667,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,435690,439690,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,441385,445385,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,442769,446769,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,452067,456067,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,456707,460707,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,469472,473472,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,476239,480239,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,482520,486520,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,494354,498354,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,497866,501866,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,503060,507060,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,515943,519943,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,517943,521943,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,522390,526390,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,580499,584499,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,600837,604837,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,642816,646816,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,654690,658690,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,656168,660168,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,662366,666366,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,663999,667999,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,682356,686356,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,687822,691822,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,690499,694499,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,692278,696278,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,694057,698057,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,696221,700221,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,698110,702110,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,712195,716195,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,714395,718395,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,716871,720871,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,737595,741595,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,784562,788562,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,797107,801107,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,804094,808094,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,814162,818162,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,825038,829038,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,827642,831642,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,828467,832467,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,835931,839931,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,854362,858362,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,876773,880773,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,891647,895647,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,894673,898673,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,906685,910685,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,908225,912225,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,909142,913142,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,925098,929098,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,932654,936654,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,934378,938378,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,950370,954370,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,951369,955369,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,965023,969023,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,970653,974653,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,979951,983951,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,985251,989251,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,995301,999301,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1007992,1011992,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1012064,1016064,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1013641,1017641,1,0,0,0,0
,data/audio_data_20190524T130001.wav,,1017657,1021657,0,0,0,0,1
,data/audio_data_20190524T130001.wav,,1045221,1049221,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1046652,1050652,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1087292,1091292,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,1092097,1096097,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1099121,1103121,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1101652,1105652,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1128428,1132428,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1133398,1137398,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1136644,1140644,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1162447,1166447,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1169912,1173912,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1173965,1177965,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1174946,1178946,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1175771,1179771,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1190113,1194113,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1230019,1234019,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1233119,1237119,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,1238758,1242758,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1240675,1244675,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1241775,1245775,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1261866,1265866,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1277931,1281931,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1306679,1310679,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1325869,1329869,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1328607,1332607,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1329444,1333444,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1344614,1348614,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,1347954,1351954,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1356568,1360568,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1359585,1363585,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1364323,1368323,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1368085,1372085,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1445337,1449337,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1471525,1475525,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1477445,1481445,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1492345,1496345,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1495398,1499398,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1502660,1506660,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1520821,1524821,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1523001,1527001,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1524570,1528570,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1526506,1530506,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1544885,1548885,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1549262,1553262,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,1570579,1574579,0,0,0,0,1
,data/audio_data_20190524T130001.wav,,1574014,1578014,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1577537,1581537,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1579115,1583115,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1579490,1583490,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1583326,1587326,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1585000,1589000,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1585671,1589671,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1586799,1590799,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1587615,1591615,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1589813,1593813,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1593875,1597875,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1615577,1619577,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1625560,1629560,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1641166,1645166,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1646607,1650607,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1657235,1661235,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1677715,1681715,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1689329,1693329,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1692040,1696040,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1700532,1704532,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1711038,1715038,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1718380,1722380,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1727970,1731970,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,1731772,1735772,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1736454,1740454,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1739427,1743427,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,1780658,1784658,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1784058,1788058,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1786386,1790386,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1801199,1805199,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1817582,1821582,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1821209,1825209,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1828254,1832254,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1868935,1872935,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1871045,1875045,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1878064,1882064,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1891709,1895709,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1893697,1897697,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1895083,1899083,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1896277,1900277,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1920803,1924803,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1937474,1941474,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1943612,1947612,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1992376,1996376,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1996709,2000709,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,1998618,2002618,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,2000720,2004720,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,2005236,2009236,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,2007869,2011869,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,2009761,2013761,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,2010903,2014903,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,2014827,2018827,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,2026850,2030850,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,2030494,2034494,0,0,1,0,0
,data/audio_data_20190524T130001.wav,,2038559,2042559,0,0,0,1,0
,data/audio_data_20190524T130001.wav,,2048028,2052028,0,1,0,0,0
,data/audio_data_20190524T130001.wav,,2059233,2063233,0,1,0,0,0
